Datetime (date and time of sample collection),Days since 741001,"Sample Time Window, days","Flow, CFS","SS, mg/L (suspended solids)","TP, mg/L as P","SRP, mg/L, as P","NO23, mg/L as N","TKN, mg/L (Total Kjeldahl nitrogen)","Chloride, mg/L","Sulfate, mg/L","Silica, mg/L","Conductivity, ?mho","Future, NA",Month
5/30/1975 17:15,241.72,0.25,2723,146,0.364,0.131,9.05,-9,-9,-9,-9,-9,,5
5/30/1975 23:15,241.97,0.25,2377,112,0.332,0.137,9,-9,69,-9,-9,-9,,5
5/31/1975 5:15,242.22,0.25,2187,237,0.353,0.14,8.9,-9,-9,-9,-9,-9,,5
5/31/1975 11:15,242.47,0.25,2267,137,0.377,0.138,8.75,-9,-9,-9,-9,-9,,5
5/31/1975 17:15,242.72,0.25,2213,105,0.315,0.13,8.6,-9,55,-9,-9,-9,,5
5/31/1975 23:15,242.97,0.25,2053,103,0.311,0.121,8.5,-9,-9,-9,-9,-9,,5
6/1/1975 5:15,243.22,0.25,2053,133,0.349,0.122,8.45,-9,-9,-9,-9,-9,,6
6/1/1975 11:15,243.47,0.25,2080,113,0.33,0.12,8.3,-9,-9,-9,-9,-9,,6
6/1/1975 17:15,243.72,0.25,2106,109,0.319,0.115,8.2,-9,-9,-9,-9,-9,,6
6/1/1975 23:15,243.97,0.25,2320,111,0.325,0.117,7.85,-9,-9,-9,-9,-9,,6
6/2/1975 5:15,244.22,0.25,1271,135,0.358,0.12,7.57,-9,-9,-9,-9,-9,,6
6/2/1975 11:15,244.47,0.2,2575,133,0.344,0.115,7.3,-9,63,-9,-9,-9,,6
6/2/1975 14:50,244.62,0.2,2903,213,0.422,0.15,-9,-9,39.5,-9,-9,-9,,6
6/2/1975 20:50,244.87,0.25,3518,150,0.331,0.14,-9,-9,38.5,-9,-9,-9,,6
6/3/1975 2:50,245.12,0.25,3963,164,0.363,0.148,-9,-9,37.5,-9,-9,-9,,6
6/3/1975 8:50,245.37,0.25,4153,170,0.359,0.13,-9,-9,37,-9,-9,-9,,6
6/3/1975 14:50,245.62,0.25,4281,162,0.349,0.13,-9,-9,36.5,-9,-9,-9,,6
6/3/1975 20:50,245.87,0.25,4216,182,0.368,0.131,-9,-9,36,-9,-9,-9,,6
6/4/1975 2:50,246.12,0.25,4677,197,0.398,0.139,-9,-9,36,-9,-9,-9,,6
6/4/1975 8:50,246.37,0.25,5334,187,0.383,0.14,-9,-9,38,-9,-9,-9,,6
6/4/1975 14:50,246.62,0.25,5952,167,0.363,0.145,-9,-9,38,-9,-9,-9,,6
6/4/1975 20:50,246.87,0.25,7440,179,0.369,0.142,-9,-9,38,-9,-9,-9,,6
6/5/1975 2:50,247.12,0.25,8626,187,0.397,0.14,-9,-9,38,-9,-9,-9,,6
6/5/1975 8:50,247.37,0.25,10228,168,0.37,0.13,-9,-9,38.5,-9,-9,-9,,6
6/5/1975 14:50,247.62,0.25,11260,215,0.386,0.12,-9,-9,38,-9,-9,-9,,6
6/5/1975 20:50,247.87,0.25,12766,260,0.414,0.11,-9,-9,37,-9,-9,-9,,6
6/6/1975 2:50,248.12,0.25,13302,298,0.461,0.1,-9,-9,36,-9,-9,-9,,6
6/6/1975 8:50,248.37,0.375,13155,317,0.477,0.1,9.7,-9,36,-9,-9,-9,,6
6/6/1975 20:50,248.87,0.375,12383,324,0.483,0.105,10.3,-9,37,-9,-9,-9,,6
6/7/1975 2:50,249.12,0.25,11537,298,0.466,0.117,9.8,-9,38,-9,-9,-9,,6
6/7/1975 8:50,249.37,0.25,11076,243,0.427,0.114,9.8,-9,39,-9,-9,-9,,6
6/7/1975 14:50,249.62,0.25,10272,243,0.39,0.107,9.67,-9,37,-9,-9,-9,,6
6/7/1975 20:50,249.87,0.25,8845,281,0.418,0.104,9.67,-9,35,-9,-9,-9,,6
6/8/1975 2:50,250.12,0.25,7981,264,0.428,0.1,9.48,-9,32.5,-9,-9,-9,,6
6/8/1975 8:50,250.37,0.25,7318,259,0.414,0.105,9.48,-9,32,-9,-9,-9,,6
6/8/1975 14:50,250.62,0.25,6756,222,0.363,0.1,9.67,-9,31.5,-9,-9,-9,,6
6/8/1975 20:50,250.87,0.25,5990,209,0.354,0.105,9.75,-9,32,-9,-9,-9,,6
6/9/1975 2:50,251.12,0.25,5621,189,0.361,0.103,9.85,-9,43,-9,-9,-9,,6
6/9/1975 8:50,251.37,0.17,4879,194,0.36,0.104,9.68,-9,34.5,-9,-9,-9,,6
6/9/1975 11:00,251.46,0.17,5088,364,0.52,0.102,10.3,-9,28,-9,-9,-9,,6
6/9/1975 17:00,251.71,0.25,4509,260,0.52,0.119,8.5,-9,30,-9,-9,-9,,6
6/9/1975 23:00,251.96,0.25,4281,184,0.354,0.11,8.5,-9,31,-9,-9,-9,,6
6/10/1975 5:00,252.21,0.25,4121,198,0.35,0.144,8.35,-9,31.5,-9,-9,-9,,6
6/10/1975 11:00,252.46,0.25,3726,165,0.35,0.111,9.7,-9,32,-9,-9,-9,,6
6/10/1975 17:00,252.71,0.25,3187,183,0.341,0.102,9.6,-9,33,-9,-9,-9,,6
6/10/1975 23:00,252.96,0.25,3093,173,0.332,0.09,9.6,-9,33.5,-9,-9,-9,,6
6/11/1975 5:00,253.21,0.25,3352,235,0.354,0.104,9.6,-9,33,-9,-9,-9,,6
6/11/1975 11:00,253.46,0.25,3093,177,0.327,0.096,9.5,-9,33,-9,-9,-9,,6
6/11/1975 17:00,253.71,0.25,2903,179,0.345,0.101,9.47,-9,33.5,-9,-9,-9,,6
6/11/1975 23:00,253.96,0.25,2903,165,0.332,0.09,9.17,-9,34,-9,-9,-9,,6
6/12/1975 5:00,254.21,0.25,2998,238,0.381,0.084,9,-9,34,-9,-9,-9,,6
6/12/1975 11:00,254.46,0.25,3156,167,0.332,0.102,8.8,-9,34.5,-9,-9,-9,,6
6/12/1975 17:00,254.71,0.25,4153,169,0.332,0.105,8.8,-9,35,-9,-9,-9,,6
6/12/1975 23:00,254.96,0.25,4879,173,0.327,0.092,8.65,-9,35.5,-9,-9,-9,,6
6/13/1975 5:00,255.21,0.25,2348,188,0.345,0.099,8.67,-9,35.5,-9,-9,-9,,6
6/13/1975 11:00,255.46,0.25,5842,177,0.354,0.098,8.65,-9,36,-9,-9,-9,,6
6/13/1975 17:00,255.71,0.25,6065,177,0.354,0.103,8.6,-9,38.5,-9,-9,-9,,6
6/13/1975 23:00,255.96,0.25,5584,163,0.332,0.092,8.2,-9,38,-9,-9,-9,,6
6/14/1975 5:00,256.21,0.25,5621,164,0.35,0.09,8,-9,38,-9,-9,-9,,6
6/14/1975 11:00,256.46,0.25,5621,157,0.323,0.093,6.88,-9,37.5,-9,-9,-9,,6
6/14/1975 17:00,256.71,0.25,5441,176,0.345,0.1,6.6,-9,38.5,-9,-9,-9,,6
6/14/1975 23:00,256.96,0.25,5088,159,0.327,0.105,6.25,-9,38.5,-9,-9,-9,,6
6/15/1975 5:00,257.21,0.25,4812,170,0.368,0.102,6.1,-9,37.5,-9,-9,-9,,6
6/15/1975 11:00,257.46,0.25,4983,180,0.372,0.108,5.95,-9,36.5,-9,-9,-9,,6
6/15/1975 17:00,257.71,0.25,6523,180,0.359,0.111,6,-9,36.5,-9,-9,-9,,6
6/15/1975 23:00,257.96,0.25,10895,210,0.381,0.108,6.3,-9,36.5,-9,-9,-9,,6
6/16/1975 5:00,258.21,0.26,21068,266,0.453,0.126,6.75,-9,40.5,-9,-9,-9,,6
6/16/1975 11:30,258.48,0.635,23035,844,1.45,0.135,9.53,-9,35,-9,-9,-9,,6
6/17/1975 11:30,259.48,1,20596,1099,1.28,0.115,8.43,-9,24.1,-9,-9,-9,,6
6/18/1975 11:30,260.48,1,14441,788,0.895,0.11,8.98,-9,23.5,-9,-9,-9,,6
6/19/1975 11:30,261.48,1,6523,381,0.59,0.1,9.37,-9,25.8,-9,-9,-9,,6
6/20/1975 11:30,262.48,1,5805,278,0.51,0.095,9.32,-9,27,-9,-9,-9,,6
6/21/1975 11:30,263.48,1,4184,321,0.372,0.1,8.98,-9,28.1,-9,-9,-9,,6
6/22/1975 11:30,264.48,0.875,3385,229,0.51,0.095,9.32,-9,28.9,-9,-9,-9,,6
6/23/1975 5:30,265.23,0.974,3319,140,0.284,0.09,8.84,-9,30.5,-9,-9,-9,,6
6/24/1975 10:15,266.43,1.099,2633,159,0.362,0.118,8.57,-9,20.4,-9,-9,-9,,6
6/25/1975 10:15,267.43,1,5298,192,0.357,0.143,8.37,-9,20.5,-9,-9,-9,,6
6/26/1975 10:15,268.43,1,7074,190,0.348,0.137,7.95,-9,20.6,-9,-9,-9,,6
6/27/1975 10:15,269.43,1,8934,218,0.39,0.142,6.46,-9,20.9,-9,-9,-9,,6
6/28/1975 10:15,270.43,1,7521,338,0.505,0.155,5.55,-9,20.2,-9,-9,-9,,6
6/29/1975 10:15,271.43,1,5018,309,0.47,0.155,5.31,-9,20.7,-9,-9,-9,,6
6/30/1975 10:15,272.43,0.875,3352,319,0.47,0.115,4.78,-9,20.1,-9,-9,-9,,6
7/1/1975 4:15,273.18,0.563,2546,243,0.461,0.12,4.73,-9,20.2,-9,-9,-9,,7
7/1/1975 13:15,273.55,0.688,2267,247,0.372,0.138,5,-9,32,-9,-9,-9,,7
7/2/1975 13:15,274.55,1,1733,202,0.352,0.145,4.88,-9,31,-9,-9,-9,,7
7/3/1975 13:15,275.55,1,1150,146,0.312,0.148,4.9,-9,31,-9,-9,-9,,7
7/4/1975 13:15,276.55,1,2160,159,0.328,0.152,5.01,-9,30.5,-9,-9,-9,,7
7/5/1975 13:15,277.55,1,4153,194,0.348,0.15,5.21,-9,37,-9,-9,-9,,7
7/6/1975 13:15,278.55,1,3156,162,0.316,0.14,5.03,-9,33,-9,-9,-9,,7
7/7/1975 13:15,279.55,0.875,3029,153,0.328,0.14,4.53,-9,34,-9,-9,-9,,7
7/8/1975 7:15,280.3,0.516,2813,230,0.28,-9,4.92,-9,12,-9,-9,-9,,7
7/8/1975 14:00,280.58,0.641,2633,274,0.505,-9,-9,-9,30,-9,-9,-9,,7
7/9/1975 14:00,281.58,1,1878,289,0.52,-9,-9,-9,27,-9,-9,-9,,7
7/10/1975 14:00,282.58,1,1733,231,0.364,-9,-9,-9,30,-9,-9,-9,,7
7/11/1975 14:00,283.58,1,1230,243,0.376,-9,-9,-9,28,-9,-9,-9,,7
7/12/1975 14:00,284.58,1,881,243,0.372,-9,-9,-9,31,-9,-9,-9,,7
7/13/1975 14:00,285.58,1,1108,213,0.348,-9,-9,-9,32,-9,-9,-9,,7
7/14/1975 14:00,286.58,0.875,1044,217,0.348,-9,-9,-9,33,-9,-9,-9,,7
7/15/1975 8:00,287.33,0.521,586,183,0.328,-9,-9,-9,-9,-9,-9,-9,,7
7/15/1975 15:00,287.63,0.396,734,178,0.308,0.11,4.11,-9,38.3,-9,-9,-9,,7
7/16/1975 3:00,288.13,0.5,717,131,0.272,0.075,4.08,-9,43,-9,-9,-9,,7
7/16/1975 15:00,288.63,0.5,717,151,0.28,0.1,4.28,-9,44,-9,-9,-9,,7
7/17/1975 3:00,289.13,0.5,668,127,0.268,0.1,4.25,-9,43.5,-9,-9,-9,,7
7/17/1975 15:00,289.63,0.5,619,124,0.3,0.11,3.85,-9,43,-9,-9,-9,,7
7/18/1975 3:00,290.13,0.5,572,104,0.252,0.087,3.46,-9,46,-9,-9,-9,,7
7/18/1975 15:00,290.63,0.5,806,162,0.308,0.085,3.25,-9,44,-9,-9,-9,,7
7/19/1975 3:00,291.13,0.5,980,162,0.288,0.075,2.85,-9,42.8,-9,-9,-9,,7
7/19/1975 15:00,291.63,0.5,5990,425,0.645,0.07,2.3,-9,37.6,-9,-9,-9,,7
7/20/1975 3:00,292.13,0.5,5406,259,0.372,0.065,2.5,-9,37.9,-9,-9,-9,,7
7/20/1975 15:00,292.63,0.5,6995,253,0.36,0.1,2.68,-9,42,-9,-9,-9,,7
7/21/1975 3:00,293.13,0.5,5088,239,0.36,0.11,2.82,-9,47,-9,-9,-9,,7
7/21/1975 15:00,293.63,0.5,4216,239,0.372,0.045,2.57,-9,52,-9,-9,-9,,7
7/22/1975 3:00,294.13,0.375,3319,232,0.38,0.04,2.51,-9,48,-9,-9,-9,,7
7/22/1975 9:00,294.38,0.245,2813,308,0.53,0.04,2.27,-9,-9,-9,-9,-9,,7
7/22/1975 14:45,294.61,0.62,2348,216,0.51,0.107,0.76,-9,30,-9,-9,-9,,7
7/23/1975 14:45,295.61,1,1291,228,0.34,0.071,2.68,-9,30,-9,-9,-9,,7
7/24/1975 14:45,296.61,1,1108,277,0.515,0.065,2.84,-9,32,-9,-9,-9,,7
7/25/1975 14:45,297.61,1,844,212,0.34,0.075,2.64,-9,35,-9,-9,-9,,7
7/26/1975 14:45,298.61,1,734,208,0.36,0.035,2.52,-9,38,-9,-9,-9,,7
7/27/1975 14:45,299.61,1,586,193,0.392,0.075,2.24,-9,42,-9,-9,-9,,7
7/28/1975 14:45,300.61,0.875,487,183,0.328,0.055,2.02,-9,43,-9,-9,-9,,7
7/29/1975 8:45,301.36,0.5,409,136,0.24,0.01,1.9,-9,-9,-9,-9,-9,,7
7/29/1975 14:45,301.61,0.625,385,139,0.276,0.127,2.18,-9,26.5,-9,-9,-9,,7
7/30/1975 14:45,302.61,1,305,113,0.256,0.124,1.86,-9,28,-9,-9,-9,,7
7/31/1975 14:45,303.61,1,274,83.6,0.224,0.105,1.77,-9,29,-9,-9,-9,,7
8/1/1975 14:45,304.61,1,274,66.7,0.204,0.091,1.62,-9,32,-9,-9,-9,,8
8/2/1975 14:45,305.61,1,233,83.8,0.184,0.08,1.52,-9,32,-9,-9,-9,,8
8/3/1975 14:45,306.61,1,397,68.8,0.224,0.084,1.48,-9,34,-9,-9,-9,,8
8/4/1975 14:45,307.61,0.875,2106,99.1,0.25,0.06,1.56,-9,34.5,-9,-9,-9,,8
8/5/1975 8:45,308.36,0.505,1373,97.1,0.228,0.115,1.73,-9,-9,-9,-9,-9,,8
8/5/1975 15:00,308.63,0.63,1311,81.7,0.304,0.137,2.48,-9,45,-9,-9,-9,,8
8/6/1975 15:00,309.63,1,1780,119,0.291,0.106,1.8,-9,52,-9,-9,-9,,8
8/7/1975 15:00,310.63,1,1460,137,0.302,0.083,1.53,-9,50,-9,-9,-9,,8
8/8/1975 15:00,311.63,1,1023,141,0.283,0.082,1.49,-9,52,-9,-9,-9,,8
8/9/1975 15:00,312.63,1,717,118,0.28,0.061,1.36,-9,53,-9,-9,-9,,8
8/10/1975 15:00,313.63,1,543,101,0.259,0.058,1.13,-9,53,-9,-9,-9,,8
8/11/1975 15:00,314.63,0.875,515,90.5,0.306,0.054,0.86,-9,56,-9,-9,-9,,8
8/12/1975 9:00,315.38,1,421,76.2,0.236,0.099,0.85,-9,58,-9,-9,-9,,8
9/2/1975 10:15,336.43,1,3586,190,-9,0.132,1.94,-9,35,-9,-9,-9,,9
9/3/1975 10:15,337.43,1,2320,193,-9,0.142,2.15,-9,20,-9,-9,-9,,9
9/4/1975 10:15,338.43,1,2160,161,-9,0.136,2.19,-9,19.5,-9,-9,-9,,9
9/5/1975 10:15,339.43,1.016,2160,177,-9,0.129,2.1,-9,16,-9,-9,-9,,9
9/6/1975 11:00,340.46,0.641,5731,-9,0.36,0.167,1.95,-9,-9,-9,-9,-9,,9
9/6/1975 17:00,340.71,0.25,6995,-9,0.49,0.132,1.96,-9,-9,-9,-9,-9,,9
9/6/1975 23:00,340.96,0.25,7563,-9,0.49,0.148,2.23,-9,-9,-9,-9,-9,,9
9/7/1975 5:00,341.21,0.25,8279,-9,0.51,0.136,2.21,-9,-9,-9,-9,-9,,9
9/7/1975 11:00,341.46,0.25,8279,-9,0.45,0.16,2.18,-9,-9,-9,-9,-9,,9
9/7/1975 17:00,341.71,0.25,8023,-9,0.47,0.143,2.07,-9,-9,-9,-9,-9,,9
9/7/1975 23:00,341.96,0.25,7034,-9,0.47,0.157,2.04,-9,-9,-9,-9,-9,,9
9/8/1975 5:00,342.21,0.25,6484,-9,0.45,0.154,2.06,-9,-9,-9,-9,-9,,9
9/8/1975 11:00,342.46,0.25,5878,-9,0.51,0.156,2.03,-9,-9,-9,-9,-9,,9
9/8/1975 17:00,342.71,0.25,5406,-9,0.58,0.16,1.94,-9,-9,-9,-9,-9,,9
9/8/1975 23:00,342.96,0.25,4643,-9,0.49,0.186,1.91,-9,-9,-9,-9,-9,,9
9/9/1975 5:00,343.21,0.25,4184,-9,0.36,0.182,1.62,-9,-9,-9,-9,-9,,9
9/9/1975 11:00,343.46,0.25,3656,-9,0.36,0.178,1.88,-9,-9,-9,-9,-9,,9
9/9/1975 17:00,343.71,0.25,3385,-9,0.36,0.188,1.94,-9,-9,-9,-9,-9,,9
9/9/1975 23:00,343.96,0.25,3029,-9,0.35,0.172,1.91,-9,-9,-9,-9,-9,,9
9/10/1975 5:00,344.21,0.25,2693,-9,0.38,0.192,1.84,-9,-9,-9,-9,-9,,9
9/10/1975 11:00,344.46,0.25,2405,-9,0.42,0.16,1.84,-9,-9,-9,-9,-9,,9
9/10/1975 17:00,344.71,0.25,2320,-9,0.49,0.179,1.82,-9,-9,-9,-9,-9,,9
9/10/1975 23:00,344.96,0.25,2080,-9,0.43,0.162,1.83,-9,-9,-9,-9,-9,,9
9/11/1975 5:00,345.21,0.25,1878,-9,0.46,0.181,1.83,-9,-9,-9,-9,-9,,9
9/11/1975 11:00,345.46,0.25,1756,-9,0.52,0.166,1.89,-9,-9,-9,-9,-9,,9
9/11/1975 17:00,345.71,0.25,1686,-9,0.55,0.176,2,-9,-9,-9,-9,-9,,9
9/11/1975 23:00,345.96,0.25,1686,-9,0.58,0.151,2.04,-9,-9,-9,-9,-9,,9
9/12/1975 5:00,346.21,0.25,1663,-9,0.45,0.187,2.09,-9,-9,-9,-9,-9,,9
9/12/1975 11:00,346.46,0.25,2843,-9,0.5,0.168,2.15,-9,-9,-9,-9,-9,,9
9/12/1975 17:00,346.71,0.25,4609,-9,0.52,0.182,2.16,-9,-9,-9,-9,-9,,9
9/12/1975 23:00,346.96,0.25,5334,-9,0.58,0.144,2.09,-9,-9,-9,-9,-9,,9
9/13/1975 5:00,347.21,1.229,5334,-9,0.56,0.157,2.08,-9,-9,-9,-9,-9,,9
9/15/1975 10:00,349.42,1.604,4090,113,0.53,0.146,1.81,-9,23,-9,-9,-9,,9
9/16/1975 10:00,350.42,1,2320,98.2,0.375,0.189,1.96,-9,22,-9,-9,-9,,9
9/17/1975 10:00,351.42,1,1828,100,0.38,0.171,2.12,-9,23.5,-9,-9,-9,,9
9/18/1975 10:00,352.42,1,1460,84.6,0.43,0.198,2.11,-9,34,-9,-9,-9,,9
9/19/1975 10:00,353.42,1,1291,84.9,0.4,0.182,2.01,-9,22,-9,-9,-9,,9
9/20/1975 10:00,354.42,1,1416,96,0.36,0.149,1.89,-9,22,-9,-9,-9,,9
9/21/1975 10:00,355.42,0.875,1438,79,0.39,0.139,1.95,-9,22,-9,-9,-9,,9
9/22/1975 4:00,356.17,0.531,1460,69.6,0.36,0.169,2.11,-9,10,-9,-9,-9,,9
9/22/1975 11:30,356.48,0.656,1547,67.8,0.5,0.166,2.13,-9,-9,-9,-9,-9,,9
9/23/1975 11:30,357.48,1,1525,88.8,0.56,0.157,2.13,-9,-9,-9,-9,-9,,9
9/24/1975 11:30,358.48,1,1044,142,0.65,0.154,2.06,-9,-9,-9,-9,-9,,9
9/25/1975 11:30,359.48,1,1190,74.1,0.47,0.161,2.11,-9,-9,-9,-9,-9,,9
9/26/1975 11:30,360.48,1,959,78.7,0.52,0.158,2.13,-9,-9,-9,-9,-9,,9
9/27/1975 11:30,361.48,1,844,56.8,0.47,0.171,2.04,-9,-9,-9,-9,-9,,9
9/28/1975 11:30,362.48,0.875,619,64.3,0.44,0.139,2.04,-9,-9,-9,-9,-9,,9
9/29/1975 5:30,363.23,0.474,572,57.9,0.4,0.178,1.99,-9,-9,-9,-9,-9,,9
9/29/1975 10:15,363.43,0.599,558,59.1,0.36,0.211,1.43,-9,33,-9,-9,-9,,9
9/30/1975 10:15,364.43,1,529,57.7,0.34,0.213,1.96,-9,33,-9,-9,-9,,9
10/1/1975 10:15,365.43,1,397,53.9,0.33,0.22,1.91,-9,33,-9,-9,-9,,10
10/2/1975 10:15,366.43,1,397,57.4,0.34,0.195,1.9,-9,33,-9,-9,-9,,10
10/3/1975 10:15,367.43,1,385,51.8,0.33,0.216,1.88,-9,33,-9,-9,-9,,10
10/4/1975 10:15,368.43,1,337,58.4,0.32,0.227,1.84,-9,34,-9,-9,-9,,10
10/5/1975 10:15,369.43,0.875,325,62.5,0.34,0.21,1.73,-9,34,-9,-9,-9,,10
10/6/1975 4:15,370.18,0.505,373,93.3,0.34,0.204,1.74,-9,33,-9,-9,-9,,10
10/6/1975 10:30,370.44,0.63,361,53.7,0.286,0.141,1.71,-9,30,-9,-9,-9,,10
10/7/1975 10:30,371.44,1,254,53.2,0.295,0.138,1.76,-9,30,-9,-9,-9,,10
10/8/1975 10:30,372.44,1,305,49.1,0.29,0.117,1.58,-9,30,-9,-9,-9,,10
10/9/1975 10:30,373.44,1,501,57,0.278,0.104,1.48,-9,29,-9,-9,-9,,10
10/10/1975 10:30,374.44,1,473,45.9,0.289,0.12,1.67,-9,31,-9,-9,-9,,10
10/11/1975 10:30,375.44,1,473,42.3,0.263,0.112,1.59,-9,32,-9,-9,-9,,10
10/12/1975 10:30,376.44,0.875,529,50.6,0.278,0.076,1.31,-9,34,-9,-9,-9,,10
10/13/1975 4:30,377.19,0.5,325,60.9,0.288,0.07,1.25,-9,34,-9,-9,-9,,10
10/13/1975 10:30,377.44,0.25,325,63.2,0.238,0.061,1.19,-9,60,-9,-9,-9,,10
10/13/1975 16:30,377.69,0.25,515,67.4,0.194,0.03,0.93,-9,58,-9,-9,-9,,10
10/13/1975 22:30,377.94,0.25,586,76.8,0.232,0.033,0.96,-9,57,-9,-9,-9,,10
10/14/1975 4:30,378.19,0.25,459,61.9,0.232,0.021,0.94,-9,57,-9,-9,-9,,10
10/14/1975 10:30,378.44,0.25,409,53.6,0.166,0.023,1.11,-9,50,-9,-9,-9,,10
10/14/1975 16:30,378.69,0.25,325,72.7,0.218,0.012,0.69,-9,57,-9,-9,-9,,10
10/14/1975 22:30,378.94,0.25,515,103,0.279,0.039,0.76,-9,43,-9,-9,-9,,10
10/15/1975 4:30,379.19,0.25,385,82,0.219,0.001,0.68,-9,60,-9,-9,-9,,10
10/15/1975 10:30,379.44,0.25,349,74.5,0.186,0.013,0.69,-9,60,-9,-9,-9,,10
10/15/1975 16:30,379.69,0.25,385,78.1,0.207,0.016,0.57,-9,56,-9,-9,-9,,10
10/15/1975 22:30,379.94,0.25,409,73.9,0.217,0.003,0.71,-9,56,-9,-9,-9,,10
10/16/1975 4:30,380.19,0.25,373,70.9,0.203,0.009,0.58,-9,60,-9,-9,-9,,10
10/16/1975 10:30,380.44,0.25,284,68,0.225,0.045,0.53,-9,53,-9,-9,-9,,10
10/16/1975 16:30,380.69,0.25,264,77.7,0.226,0.008,0.48,-9,56,-9,-9,-9,,10
10/16/1975 22:30,380.94,0.25,294,105,0.301,0.008,0.45,-9,54,-9,-9,-9,,10
10/17/1975 4:30,381.19,0.25,305,88.8,0.231,0.009,0.38,-9,54,-9,-9,-9,,10
10/17/1975 10:30,381.44,0.25,284,106,0.288,0.009,0.35,-9,62,-9,-9,-9,,10
10/17/1975 16:30,381.69,0.25,243,112,0.281,-9,0.32,-9,58,-9,-9,-9,,10
10/17/1975 22:30,381.94,0.25,199,109,0.281,0.006,0.36,-9,54,-9,-9,-9,,10
10/18/1975 4:30,382.19,0.25,315,99.4,0.287,0.004,0.3,-9,62,-9,-9,-9,,10
10/18/1975 10:30,382.44,0.25,373,85.5,0.278,0.001,0.33,-9,56,-9,-9,-9,,10
10/18/1975 16:30,382.69,0.25,473,82.4,0.274,0.016,0.45,-9,58,-9,-9,-9,,10
10/18/1975 22:30,382.94,0.25,515,61,0.225,0.001,0.63,-9,50,-9,-9,-9,,10
10/19/1975 4:30,383.19,0.25,602,71.2,0.281,0.024,0.73,-9,50,-9,-9,-9,,10
10/19/1975 10:30,383.44,0.25,1592,66.8,0.297,0.01,1.62,-9,52,-9,-9,-9,,10
10/19/1975 16:30,383.69,0.25,1928,113,0.349,0.015,2.36,-9,56,-9,-9,-9,,10
10/19/1975 22:30,383.94,0.25,2320,78.8,0.25,0.03,2.8,-9,58,-9,-9,-9,,10
10/20/1975 4:30,384.19,0.25,3586,56.8,0.272,0.06,3.28,-9,54,-9,-9,-9,,10
10/20/1975 10:30,384.44,0.625,4477,95.2,0.28,0.087,4.28,-9,43,-9,-9,-9,,10
10/21/1975 10:30,385.44,1,5477,110,0.3,0.093,3,-9,42,-9,-9,-9,,10
10/22/1975 10:30,386.44,1.021,4216,107,0.29,0.085,2.31,-9,47,-9,-9,-9,,10
10/23/1975 11:30,387.48,1,3352,105,0.33,0.103,3.05,-9,58,-9,-9,-9,,10
10/24/1975 10:30,388.44,0.979,2377,89.2,0.48,0.184,3.33,-9,66,-9,-9,-9,,10
10/25/1975 10:30,389.44,1,2240,93.2,0.44,0.157,3.16,-9,52,-9,-9,-9,,10
10/26/1975 10:30,390.44,0.875,1504,83.1,0.38,0.138,3.33,-9,50,-9,-9,-9,,10
10/27/1975 4:30,391.19,0.5,1395,86.7,0.34,0.144,3.23,-9,-9,-9,-9,-9,,10
10/27/1975 10:30,391.44,0.625,1395,75.6,0.375,0.141,3.24,-9,60,-9,-9,-9,,10
10/28/1975 10:30,392.44,1,1108,68.6,0.352,0.129,3.31,-9,60,-9,-9,-9,,10
10/29/1975 10:30,393.44,1,900,72.3,0.352,0.137,3.43,-9,62,-9,-9,-9,,10
10/30/1975 10:30,394.44,1,806,54.8,0.328,0.117,3.86,-9,57,-9,-9,-9,,10
10/31/1975 10:30,395.44,1,717,42.9,0.285,0.119,4.11,-9,58,-9,-9,-9,,10
11/1/1975 10:30,396.44,1,701,50.1,0.299,0.102,4.18,-9,58,-9,-9,-9,,11
11/2/1975 10:30,397.44,0.875,572,63.3,0.312,0.106,4.25,-9,56,-9,-9,-9,,11
11/3/1975 4:30,398.19,0.5,586,65.8,0.33,0.112,4.24,-9,55,-9,-9,-9,,11
11/3/1975 10:30,398.44,0.625,558,79.9,0.312,0.148,4.58,-9,66,-9,-9,-9,,11
11/4/1975 10:30,399.44,1,2903,86.1,0.317,0.142,4.31,-9,70,-9,-9,-9,,11
11/5/1975 10:30,400.44,1,938,87,0.325,0.143,4.11,-9,74,-9,-9,-9,,11
11/6/1975 10:30,401.44,1,586,69.6,0.315,0.13,3.84,-9,78,-9,-9,-9,,11
11/7/1975 10:30,402.44,1,651,87.1,0.319,0.128,3.52,-9,80,-9,-9,-9,,11
11/8/1975 10:30,403.44,1,651,97.5,0.311,0.115,3.2,-9,82,-9,-9,-9,,11
11/9/1975 10:30,404.44,0.875,558,82.9,0.31,0.101,3.02,-9,82,-9,-9,-9,,11
11/10/1975 4:30,405.19,0.557,1065,76,0.318,0.107,2.68,-9,84,-9,-9,-9,,11
11/10/1975 13:15,405.55,0.682,2633,-9,-9,0.074,2.58,-9,68,-9,-9,-9,,11
11/11/1975 13:15,406.55,1,1230,78.8,0.295,0.073,2.54,-9,68,-9,-9,-9,,11
11/12/1975 13:15,407.55,1,1928,72.2,0.252,0.042,2.38,-9,67,-9,-9,-9,,11
11/13/1975 13:15,408.55,1,1756,55.2,0.221,0.059,2.52,-9,68,-9,-9,-9,,11
11/14/1975 13:15,409.55,1,1639,51.4,0.248,0.027,1.99,-9,69,-9,-9,-9,,11
11/15/1975 13:15,410.55,1,1460,48.7,0.22,0.025,1.63,-9,70,-9,-9,-9,,11
